-4.04571,-2.02458,8.69901,1605932926012653056.npy
-3.83049,-1.0955,8.95752,1605932926114655232.npy
-2.4508,-0.235771,9.49314,1605932926216657408.npy
4.30071,-1.2564,8.74045,1605932926318659584.npy
4.37674,2.76098,8.34286,1605932926420661760.npy
-0.201864,-0.367142,9.88564,1605932926522663936.npy
-4.57271,2.95802,8.20137,1605932926624666112.npy
2.56096,2.02539,9.24572,1605932926726668288.npy
-3.87944,-2.95689,8.50368,1605932926828670464.npy
0.603373,2.85858,9.30918,1605932926930672640.npy
4.02292,-1.39184,8.76195,1605932927032674816.npy
2.022,-1.52658,9.41684,1605932927134676992.npy
3.57178,-1.229,9.03786,1605932927236679168.npy
3.44665,3.34024,8.58126,1605932927338681344.npy
-2.87474,3.38347,8.69424,1605932927440683520.npy
0.0470226,4.89901,8.45776,1605932927542685696.npy
-0.109157,4.05013,8.97701,1605932927644687872.npy
-1.66156,1.49314,9.55027,1605932927746690048.npy
-1.02286,-2.92194,9.31318,1605932927848692224.npy
4.88076,3.77404,7.65137,1605932927950694400.npy
0.505629,-2.21685,9.46129,1605932928052696576.npy
3.70737,1.20758,9.00418,1605932928154698752.npy
3.76678,-1.42979,8.9538,1605932928256700928.npy
-1.98771,2.47426,9.25916,1605932928358703104.npy
3.58785,3.78365,8.34741,1605932928460705280.npy
-3.80089,-1.14461,8.99848,1605932928562707456.npy
1.04663,3.54531,9.04711,1605932928664709632.npy
-2.50766,1.64953,9.23734,1605932928766711808.npy
-3.52905,-2.78344,8.71788,1605932928868713984.npy
-4.41514,-3.91652,7.82559,1605932928970716160.npy
-0.483846,-1.57838,9.6001,1605932929072718336.npy
4.47667,-1.93096,8.54797,1605932929174720512.npy
1.46879,4.40913,8.66454,1605932929276722688.npy
0.714734,-4.82115,8.63241,1605932929378724864.npy
0.615936,-3.06897,9.29171,1605932929480727040.npy
3.99031,3.66186,8.14278,1605932929582729216.npy
-2.2069,3.08099,9.09826,1605932929684731392.npy
0.244269,3.19928,9.30834,1605932929786733568.npy
-0.560048,-0.843069,9.74877,1605932929888735744.npy
-4.01025,2.15743,8.62724,1605932929990737920.npy
3.43076,1.5564,9.06573,1605932930092740096.npy
3.21934,-4.53633,8.04368,1605932930194742272.npy
1.24532,4.42088,8.68752,1605932930296744448.npy
3.63602,1.62408,8.97171,1605932930398746624.npy
1.87363,1.62209,9.45432,1605932930500748800.npy
4.70534,1.26257,8.48073,1605932930602750976.npy
4.4289,3.02231,8.32194,1605932930704753152.npy
-0.999371,-1.166,9.70853,1605932930806755328.npy
2.01259,0.287728,9.53364,1605932930908757504.npy
3.16382,-3.57208,8.44339,1605932931010759680.npy
-3.78671,3.94034,8.14159,1605932931112761856.npy
-1.76997,2.75604,9.2631,1605932931214764032.npy
2.16825,-4.65913,8.38717,1605932931316766208.npy
3.67621,-1.10688,9.05371,1605932931418768384.npy
-3.69744,-3.92647,8.07189,1605932931520770560.npy
-2.90124,1.49703,9.27053,1605932931622772736.npy
3.53528,3.3453,8.54633,1605932931724774912.npy
2.11234,-1.07915,9.49805,1605932931826777088.npy
-2.47694,-3.76059,8.61175,1605932931928779264.npy
-2.48801,-3.56872,8.78232,1605932932030781440.npy
1.1871,4.48217,8.68122,1605932932132783616.npy
4.64595,1.12562,8.57092,1605932932234785792.npy
-1.54844,-3.55131,8.97775,1605932932336787968.npy
3.50899,2.76523,8.71659,1605932932438790144.npy
1.34691,0.938633,9.63207,1605932932540792320.npy
3.18322,-2.85299,8.78712,1605932932642794496.npy
0.688489,3.3141,9.11075,1605932932744796672.npy
0.504449,3.38614,9.20874,1605932932846798848.npy
4.16877,-3.87957,8.0538,1605932932948801024.npy
-0.801028,-0.617659,9.78808,1605932933050803200.npy
-4.6604,0.383398,8.66527,1605932933152805376.npy
-0.803886,-2.25876,9.46779,1605932933254807552.npy
1.7366,-3.70749,8.86682,1605932933356809728.npy
-3.41244,-1.72187,9.05333,1605932933458811904.npy
1.66174,0.154162,9.65571,1605932933560814080.npy
-1.33916,4.50558,8.58166,1605932933662816256.npy
0.374017,-0.297674,9.84504,1605932933764818432.npy
-3.26414,-2.30081,8.93819,1605932933866820608.npy
0.0599028,4.03207,8.90135,1605932933968822784.npy
-2.58492,1.97291,9.30191,1605932934070824960.npy
-4.52105,-3.6954,7.83285,1605932934172827136.npy
-2.35153,1.3762,9.38087,1605932934274829312.npy
0.441256,0.33236,9.79284,1605932934376831488.npy
0.213186,3.35114,9.24945,1605932934478833664.npy
-4.03236,3.39508,8.2977,1605932934580835840.npy
-4.28017,3.74884,7.9965,1605932934682838016.npy
2.73271,-1.30828,9.3584,1605932934784840192.npy
-3.14879,-2.14883,9.10931,1605932934886842368.npy
-3.38288,-1.01503,9.16626,1605932934988844544.npy
0.318304,-3.62428,9.08195,1605932935090846720.npy
3.44678,3.4994,8.43883,1605932935192848896.npy
4.4464,-0.161244,8.63583,1605932935294851072.npy
-4.69626,-0.227377,8.58033,1605932935396853248.npy
2.68982,1.68652,9.25184,1605932935498855424.npy
-3.37561,1.92649,9.04396,1605932935600857600.npy
4.945,1.37572,8.37959,1605932935702859776.npy
4.52972,-2.77305,8.22149,1605932935804861952.npy
0.695659,-3.22012,9.19763,1605932935906864128.npy
-0.479164,-4.39709,8.81292,1605932936008866304.npy
-0.0817895,4.48356,8.62163,1605932936110868480.npy
-2.27017,-1.3872,9.47355,1605932936212870656.npy
2.72814,-4.54723,8.1856,1605932936314872832.npy
-1.77858,4.39615,8.49285,1605932936416875008.npy
-1.25454,3.97891,8.94158,1605932936518877184.npy
-4.4373,3.17095,8.20295,1605932936620879360.npy
-0.386752,-1.67304,9.61428,1605932936722881536.npy
-2.33289,0.661464,9.50873,1605932936824883712.npy
3.01978,-2.83328,8.919,1605932936926885888.npy
-3.74089,-3.29345,8.48187,1605932937028888064.npy
3.63035,-1.57398,8.98218,1605932937130890240.npy
1.72604,3.58349,8.97496,1605932937232892416.npy
2.54913,-1.0602,9.41663,1605932937334894592.npy
0.439081,-4.347,8.76814,1605932937436896768.npy
0.633131,0.330483,9.82718,1605932937538898944.npy
-3.9829,-1.94434,8.78444,1605932937640901120.npy
1.65311,4.57923,8.46393,1605932937742903296.npy
-0.178555,1.22373,9.78539,1605932937844905472.npy
-3.31553,-1.74522,9.0298,1605932937946907648.npy
3.73974,-1.96085,8.77812,1605932938048909824.npy
-0.973552,2.64314,9.36708,1605932938150912000.npy
3.909,4.22597,7.99785,1605932938252914176.npy
2.83164,-0.653616,9.39447,1605932938354916352.npy
1.25291,-1.66301,9.58517,1605932938456918528.npy
-4.50739,-0.214176,8.70799,1605932938558920704.npy
3.71156,3.10066,8.537,1605932938660922880.npy
-3.44374,0.296661,9.14852,1605932938762925056.npy
-3.59236,3.07881,8.59151,1605932938864927232.npy
1.86117,3.37995,8.97046,1605932938966929408.npy
2.82726,3.58404,8.67426,1605932939068931584.npy
-0.826742,-1.21128,9.73783,1605932939170933760.npy
4.84687,1.07922,8.53608,1605932939272935936.npy
