-0.0607767,2.31538,9.52756,1603078627851139840_camera_0.jpg,1603078627851139840_camera_270.jpg,1603078627851139840_camera_180.jpg,1603078627851139840_camera_90.jpg
-0.992908,1.29123,9.62667,1603078628052144128_camera_0.jpg,1603078628052144128_camera_270.jpg,1603078628052144128_camera_180.jpg,1603078628052144128_camera_90.jpg
4.43015,0.533543,8.70537,1603078628250148352_camera_0.jpg,1603078628250148352_camera_270.jpg,1603078628250148352_camera_180.jpg,1603078628250148352_camera_90.jpg
-2.17645,3.58331,8.9365,1603078628451152640_camera_0.jpg,1603078628451152640_camera_270.jpg,1603078628451152640_camera_180.jpg,1603078628451152640_camera_90.jpg
3.77376,-0.4996,9.05148,1603078628652156928_camera_0.jpg,1603078628652156928_camera_270.jpg,1603078628652156928_camera_180.jpg,1603078628652156928_camera_90.jpg
1.96114,1.13611,9.4918,1603078628853161216_camera_0.jpg,1603078628853161216_camera_270.jpg,1603078628853161216_camera_180.jpg,1603078628853161216_camera_90.jpg
0.58684,4.69491,8.57631,1603078629051165440_camera_0.jpg,1603078629051165440_camera_270.jpg,1603078629051165440_camera_180.jpg,1603078629051165440_camera_90.jpg
-4.83757,2.45365,8.1859,1603078629252169728_camera_0.jpg,1603078629252169728_camera_270.jpg,1603078629252169728_camera_180.jpg,1603078629252169728_camera_90.jpg
-4.21475,-4.10368,7.83501,1603078629453174016_camera_0.jpg,1603078629453174016_camera_270.jpg,1603078629453174016_camera_180.jpg,1603078629453174016_camera_90.jpg
0.0946493,1.14495,9.69658,1603078629651178240_camera_0.jpg,1603078629651178240_camera_270.jpg,1603078629651178240_camera_180.jpg,1603078629651178240_camera_90.jpg
-0.594767,-3.74429,9.00869,1603078629852182528_camera_0.jpg,1603078629852182528_camera_270.jpg,1603078629852182528_camera_180.jpg,1603078629852182528_camera_90.jpg
1.78574,-2.09843,9.48452,1603078630053186816_camera_0.jpg,1603078630053186816_camera_270.jpg,1603078630053186816_camera_180.jpg,1603078630053186816_camera_90.jpg
0.944186,-2.00898,9.60486,1603078630254191104_camera_0.jpg,1603078630254191104_camera_270.jpg,1603078630254191104_camera_180.jpg,1603078630254191104_camera_90.jpg
-2.97126,2.85259,8.92606,1603078630455195392_camera_0.jpg,1603078630455195392_camera_270.jpg,1603078630455195392_camera_180.jpg,1603078630455195392_camera_90.jpg
-4.02972,-2.24804,8.64905,1603078630656199680_camera_0.jpg,1603078630656199680_camera_270.jpg,1603078630656199680_camera_180.jpg,1603078630656199680_camera_90.jpg
1.66908,4.62882,8.5031,1603078630857203968_camera_0.jpg,1603078630857203968_camera_270.jpg,1603078630857203968_camera_180.jpg,1603078630857203968_camera_90.jpg
