0.10965,-0.641605,9.82629,20201020_131325_realsense_f_0.jpg,20201020_131325_realsense_l_0.jpg,20201020_131325_realsense_b_0.jpg,20201020_131325_realsense_r_0.jpg
-0.842933,3.03316,9.26608,20201020_131325_realsense_f_1.jpg,20201020_131325_realsense_l_1.jpg,20201020_131325_realsense_b_1.jpg,20201020_131325_realsense_r_1.jpg
-0.793991,0.0628715,9.76342,20201020_131325_realsense_f_2.jpg,20201020_131325_realsense_l_2.jpg,20201020_131325_realsense_b_2.jpg,20201020_131325_realsense_r_2.jpg
-0.475884,-5.30754,8.29475,20201020_131325_realsense_f_3.jpg,20201020_131325_realsense_l_3.jpg,20201020_131325_realsense_b_3.jpg,20201020_131325_realsense_r_3.jpg
-2.95797,-4.82433,7.95823,20201020_131325_realsense_f_4.jpg,20201020_131325_realsense_l_4.jpg,20201020_131325_realsense_b_4.jpg,20201020_131325_realsense_r_4.jpg
-4.38461,-0.707531,8.6511,20201020_131325_realsense_f_5.jpg,20201020_131325_realsense_l_5.jpg,20201020_131325_realsense_b_5.jpg,20201020_131325_realsense_r_5.jpg
0.698176,3.00637,9.29883,20201020_131325_realsense_f_6.jpg,20201020_131325_realsense_l_6.jpg,20201020_131325_realsense_b_6.jpg,20201020_131325_realsense_r_6.jpg
2.51837,0.567991,9.48801,20201020_131325_realsense_f_7.jpg,20201020_131325_realsense_l_7.jpg,20201020_131325_realsense_b_7.jpg,20201020_131325_realsense_r_7.jpg
1.61487,-1.67262,9.51821,20201020_131325_realsense_f_8.jpg,20201020_131325_realsense_l_8.jpg,20201020_131325_realsense_b_8.jpg,20201020_131325_realsense_r_8.jpg
-0.220359,3.736,9.04386,20201020_131325_realsense_f_9.jpg,20201020_131325_realsense_l_9.jpg,20201020_131325_realsense_b_9.jpg,20201020_131325_realsense_r_9.jpg
2.21955,5.4086,7.91679,20201020_131325_realsense_f_10.jpg,20201020_131325_realsense_l_10.jpg,20201020_131325_realsense_b_10.jpg,20201020_131325_realsense_r_10.jpg
-1.86874,3.63934,8.97543,20201020_131325_realsense_f_11.jpg,20201020_131325_realsense_l_11.jpg,20201020_131325_realsense_b_11.jpg,20201020_131325_realsense_r_11.jpg
-0.309267,-3.81862,9.00611,20201020_131325_realsense_f_12.jpg,20201020_131325_realsense_l_12.jpg,20201020_131325_realsense_b_12.jpg,20201020_131325_realsense_r_12.jpg
2.2578,-3.03992,8.97963,20201020_131325_realsense_f_13.jpg,20201020_131325_realsense_l_13.jpg,20201020_131325_realsense_b_13.jpg,20201020_131325_realsense_r_13.jpg
-2.52736,-1.18653,9.40237,20201020_131325_realsense_f_14.jpg,20201020_131325_realsense_l_14.jpg,20201020_131325_realsense_b_14.jpg,20201020_131325_realsense_r_14.jpg
1.21714,-0.139425,9.88904,20201020_131325_realsense_f_15.jpg,20201020_131325_realsense_l_15.jpg,20201020_131325_realsense_b_15.jpg,20201020_131325_realsense_r_15.jpg
-0.897533,0.323452,9.75715,20201020_131325_realsense_f_16.jpg,20201020_131325_realsense_l_16.jpg,20201020_131325_realsense_b_16.jpg,20201020_131325_realsense_r_16.jpg
0.238726,-5.38688,8.23713,20201020_131325_realsense_f_17.jpg,20201020_131325_realsense_l_17.jpg,20201020_131325_realsense_b_17.jpg,20201020_131325_realsense_r_17.jpg
3.03329,-4.09864,8.43803,20201020_131325_realsense_f_18.jpg,20201020_131325_realsense_l_18.jpg,20201020_131325_realsense_b_18.jpg,20201020_131325_realsense_r_18.jpg
-3.4961,-3.08886,8.59191,20201020_131325_realsense_f_19.jpg,20201020_131325_realsense_l_19.jpg,20201020_131325_realsense_b_19.jpg,20201020_131325_realsense_r_19.jpg
-4.11359,0.410483,8.91646,20201020_131325_realsense_f_20.jpg,20201020_131325_realsense_l_20.jpg,20201020_131325_realsense_b_20.jpg,20201020_131325_realsense_r_20.jpg
-4.36962,3.69488,7.90694,20201020_131325_realsense_f_21.jpg,20201020_131325_realsense_l_21.jpg,20201020_131325_realsense_b_21.jpg,20201020_131325_realsense_r_21.jpg
1.97046,4.17198,8.68752,20201020_131325_realsense_f_22.jpg,20201020_131325_realsense_l_22.jpg,20201020_131325_realsense_b_22.jpg,20201020_131325_realsense_r_22.jpg
-0.755187,-4.17968,8.81505,20201020_131325_realsense_f_23.jpg,20201020_131325_realsense_l_23.jpg,20201020_131325_realsense_b_23.jpg,20201020_131325_realsense_r_23.jpg
3.14353,4.48822,8.09113,20201020_131325_realsense_f_24.jpg,20201020_131325_realsense_l_24.jpg,20201020_131325_realsense_b_24.jpg,20201020_131325_realsense_r_24.jpg
-1.94513,1.88578,9.37236,20201020_131325_realsense_f_25.jpg,20201020_131325_realsense_l_25.jpg,20201020_131325_realsense_b_25.jpg,20201020_131325_realsense_r_25.jpg
2.8337,1.23717,9.25903,20201020_131325_realsense_f_26.jpg,20201020_131325_realsense_l_26.jpg,20201020_131325_realsense_b_26.jpg,20201020_131325_realsense_r_26.jpg
1.06742,-3.22508,9.24682,20201020_131325_realsense_f_27.jpg,20201020_131325_realsense_l_27.jpg,20201020_131325_realsense_b_27.jpg,20201020_131325_realsense_r_27.jpg
-2.66588,-2.29705,9.11005,20201020_131325_realsense_f_28.jpg,20201020_131325_realsense_l_28.jpg,20201020_131325_realsense_b_28.jpg,20201020_131325_realsense_r_28.jpg
-1.96226,1.38807,9.5135,20201020_131325_realsense_f_29.jpg,20201020_131325_realsense_l_29.jpg,20201020_131325_realsense_b_29.jpg,20201020_131325_realsense_r_29.jpg
-1.35321,4.90463,8.45114,20201020_131325_realsense_f_30.jpg,20201020_131325_realsense_l_30.jpg,20201020_131325_realsense_b_30.jpg,20201020_131325_realsense_r_30.jpg
-0.691664,-4.4526,8.74289,20201020_131325_realsense_f_31.jpg,20201020_131325_realsense_l_31.jpg,20201020_131325_realsense_b_31.jpg,20201020_131325_realsense_r_31.jpg
2.29965,3.65966,8.7619,20201020_131325_realsense_f_32.jpg,20201020_131325_realsense_l_32.jpg,20201020_131325_realsense_b_32.jpg,20201020_131325_realsense_r_32.jpg
4.7523,-2.61856,8.10653,20201020_131325_realsense_f_33.jpg,20201020_131325_realsense_l_33.jpg,20201020_131325_realsense_b_33.jpg,20201020_131325_realsense_r_33.jpg
-2.40764,-3.64198,8.79227,20201020_131325_realsense_f_34.jpg,20201020_131325_realsense_l_34.jpg,20201020_131325_realsense_b_34.jpg,20201020_131325_realsense_r_34.jpg
-3.4615,-0.418441,9.16681,20201020_131325_realsense_f_35.jpg,20201020_131325_realsense_l_35.jpg,20201020_131325_realsense_b_35.jpg,20201020_131325_realsense_r_35.jpg
0.375728,2.78318,9.41652,20201020_131325_realsense_f_36.jpg,20201020_131325_realsense_l_36.jpg,20201020_131325_realsense_b_36.jpg,20201020_131325_realsense_r_36.jpg
-0.4891,0.879782,9.75826,20201020_131325_realsense_f_37.jpg,20201020_131325_realsense_l_37.jpg,20201020_131325_realsense_b_37.jpg,20201020_131325_realsense_r_37.jpg
0.147317,1.2164,9.72571,20201020_131325_realsense_f_38.jpg,20201020_131325_realsense_l_38.jpg,20201020_131325_realsense_b_38.jpg,20201020_131325_realsense_r_38.jpg
0.318769,5.24017,8.2914,20201020_131325_realsense_f_39.jpg,20201020_131325_realsense_l_39.jpg,20201020_131325_realsense_b_39.jpg,20201020_131325_realsense_r_39.jpg
0.100421,-3.88589,9.01456,20201020_131325_realsense_f_40.jpg,20201020_131325_realsense_l_40.jpg,20201020_131325_realsense_b_40.jpg,20201020_131325_realsense_r_40.jpg
